training/avg_reward,x_axis/optimization_steps,x_axis/samples_seen,x_axis/samples_collected,x_axis/epochs,training/pg_loss,training/v_loss,training/entropy,training/approx_kl,training/clipfrac,training/grad_norm,training/ent_coef,training/PPD_loss,training/SPS,training/n_better_episodes,training/learning_rate,iteration,global_step,Test/Episode Reward Student on OD test,Test/Mean entropy Student on OD test
,2420.0,557568.0,139392.0,121.0,0.01644483581185341,9.059799194335938,-0.7476511597633362,0.03488243371248245,0.159765625,435.24237060546875,0.0,8.251505851745605,207.0,0.0,0.0003,121,139392,,
-86.82640886898325,2440.0,562176.0,140544.0,122.0,0.04070886969566345,112.95448303222656,-0.7483192086219788,0.021121792495250702,0.17109375,800.6697387695312,0.0,8.573838233947754,207.0,0.0,0.0003,122,140544,,
,2460.0,566784.0,141696.0,123.0,-0.005860987119376659,27.25847053527832,-0.7704206705093384,0.04260764271020889,0.194140625,104.02384185791016,0.0,8.25880241394043,206.0,0.0,0.0003,123,141696,,
-91.33025821845835,2480.0,571392.0,142848.0,124.0,0.01218491978943348,130.80380249023438,-0.7702290415763855,0.04896543174982071,0.319921875,1641.85888671875,0.0,10.33365249633789,205.0,0.0,0.0003,124,142848,,
-87.36646450731682,2500.0,576000.0,144000.0,125.0,0.018552180379629135,255.88206481933594,-0.7663291692733765,0.030040765181183815,0.1642578125,1518.390869140625,0.0,8.394037246704102,204.0,0.0,0.0003,125,144000,,
,,,,,,,,,,,,,,,,125,144000,-45.33103509908146,-0.80146104
,2520.0,580608.0,145152.0,126.0,0.02892260253429413,18.666296005249023,-0.7805669903755188,0.05155074596405029,0.3642578125,168.6879425048828,0.0,9.2127103805542,194.0,0.0,0.0003,126,145152,,
-87.36044994954139,2540.0,585216.0,146304.0,127.0,0.1277877688407898,301.6092529296875,-0.7762565612792969,0.14024092257022858,0.521484375,1948.3680419921875,0.0,9.193157196044922,192.0,0.0,0.0003,127,146304,,
-87.34300316188902,2560.0,589824.0,147456.0,128.0,0.011633530259132385,209.71139526367188,-0.7792515754699707,0.05300237238407135,0.10390625,1603.84228515625,0.0,10.257763862609863,192.0,0.0,0.0003,128,147456,,
,2580.0,594432.0,148608.0,129.0,-0.02287384122610092,11.593029022216797,-0.7752212285995483,0.03168372064828873,0.1275390625,843.37158203125,0.0,8.541058540344238,192.0,0.0,0.0003,129,148608,,
-85.06834931602255,2600.0,599040.0,149760.0,130.0,0.001635376363992691,139.4672393798828,-0.783840000629425,0.015902098268270493,0.065234375,1304.7684326171875,0.0,8.805696487426758,193.0,0.0,0.0003,130,149760,,
-87.62537121281262,2620.0,603648.0,150912.0,131.0,-0.01123923808336258,279.544189453125,-0.7836184501647949,0.030217327177524567,0.1255859375,2521.928466796875,0.0,8.44593620300293,193.0,0.0,0.0003,131,150912,,
,2640.0,608256.0,152064.0,132.0,0.028802156448364258,9.785222053527832,-0.8069546818733215,0.027892708778381348,0.11640625,109.9760513305664,0.0,7.91823673248291,194.0,0.0,0.0003,132,152064,,
-84.86845421696438,2660.0,612864.0,153216.0,133.0,0.009255152195692062,249.5851593017578,-0.8236793279647827,0.014535196125507355,0.307421875,623.4191284179688,0.0,8.359294891357422,195.0,0.0,0.0003,133,153216,,
,2680.0,617472.0,154368.0,134.0,-0.014664102345705032,19.781240463256836,-0.7963374853134155,0.06157201901078224,0.2576171875,90.10189819335938,0.0,8.276336669921875,195.0,0.0,0.0003,134,154368,,
-85.1877393113598,2700.0,622080.0,155520.0,135.0,0.0032221945002675056,228.41390991210938,-0.7880128622055054,0.02766331285238266,0.2970703125,1760.197998046875,0.0,8.736480712890625,196.0,0.0,0.0003,135,155520,,
-84.90251796918389,2720.0,626688.0,156672.0,136.0,-0.012409312650561333,237.43023681640625,-0.7925472259521484,0.018682017922401428,0.068359375,1130.4007568359375,0.0,8.488837242126465,196.0,0.0,0.0003,136,156672,,
,2740.0,631296.0,157824.0,137.0,-0.016801750287413597,18.988513946533203,-0.7743574380874634,0.048005953431129456,0.232421875,145.7620849609375,0.0,8.49256420135498,196.0,0.0,0.0003,137,157824,,
-85.35971555571379,2760.0,635904.0,158976.0,138.0,0.013125430792570114,310.6856689453125,-0.7734670042991638,0.12338845431804657,0.4388671875,5015.8623046875,0.0,8.573590278625488,197.0,0.0,0.0003,138,158976,,
-88.25509659071712,2780.0,640512.0,160128.0,139.0,0.02764824405312538,243.9527587890625,-0.7723180055618286,0.05301227793097496,0.152734375,3737.50830078125,0.0,9.071142196655273,197.0,0.0,0.0003,139,160128,,
,2800.0,645120.0,161280.0,140.0,0.0720953419804573,12.341896057128906,-0.7698980569839478,0.05908697098493576,0.242578125,187.7938995361328,0.0,9.342049598693848,196.0,0.0,0.0003,140,161280,,
-88.77594813513865,2820.0,649728.0,162432.0,141.0,-0.0015571191906929016,327.57373046875,-0.7821974754333496,0.014527715742588043,0.2083984375,5047.9912109375,0.0,8.694793701171875,195.0,0.0,0.0003,141,162432,,
,2840.0,654336.0,163584.0,142.0,0.015153555199503899,26.340274810791016,-0.7659268379211426,0.07177931070327759,0.215234375,142.62527465820312,0.0,9.574959754943848,195.0,0.0,0.0003,142,163584,,
-87.72686043976142,2860.0,658944.0,164736.0,143.0,0.03821730613708496,79.41702270507812,-0.7708293199539185,0.07012339681386948,0.304296875,2345.30859375,0.0,8.452563285827637,195.0,0.0,0.0003,143,164736,,
-88.94104683869936,2880.0,663552.0,165888.0,144.0,0.013125071302056313,328.9454345703125,-0.7883496284484863,0.013268547132611275,0.052734375,853.213623046875,0.0,8.348587036132812,195.0,0.0,0.0003,144,165888,,
,2900.0,668160.0,167040.0,145.0,0.0659085214138031,23.01355743408203,-0.806347668170929,0.17013192176818848,0.3091796875,117.23170471191406,0.0,8.43974494934082,195.0,0.0,0.0003,145,167040,,
-90.82783510165329,2920.0,672768.0,168192.0,146.0,-0.010573158040642738,306.74273681640625,-0.7921827435493469,0.036472469568252563,0.296484375,1325.419921875,0.0,8.455164909362793,195.0,0.0,0.0003,146,168192,,
-88.74863528318757,2940.0,677376.0,169344.0,147.0,-0.0031965672969818115,281.60919189453125,-0.7800482511520386,0.02472502365708351,0.107421875,4729.2333984375,0.0,9.199352264404297,194.0,0.0,0.0003,147,169344,,
,2960.0,681984.0,170496.0,148.0,-0.001728331670165062,18.038496017456055,-0.7940142750740051,0.03660757839679718,0.2880859375,419.8521423339844,0.0,9.132758140563965,193.0,0.0,0.0003,148,170496,,
-87.51655023219139,2980.0,686592.0,171648.0,149.0,0.09364395588636398,304.7675476074219,-0.8011525273323059,0.09516340494155884,0.4466796875,1179.3125,0.0,8.163951873779297,193.0,0.0,0.0003,149,171648,,
-85.48137970145126,3000.0,691200.0,172800.0,150.0,0.05385272204875946,267.2547302246094,-0.8192800283432007,0.07896534353494644,0.2310546875,3358.441650390625,0.0,7.989577293395996,192.0,0.0,0.0003,150,172800,,
,,,,,,,,,,,,,,,,150,172800,-41.099152693412705,-0.8383597
,3020.0,695808.0,173952.0,151.0,-0.004987621679902077,11.73550033569336,-0.8252795934677124,0.0169155765324831,0.174609375,141.0614471435547,0.0,8.102620124816895,186.0,0.0,0.0003,151,173952,,
-83.78661632028859,3040.0,700416.0,175104.0,152.0,0.019546236842870712,311.0411071777344,-0.8149152994155884,0.08449450135231018,0.4025390625,1115.6439208984375,0.0,8.686958312988281,186.0,0.0,0.0003,152,175104,,
,3060.0,705024.0,176256.0,153.0,0.007962248288094997,23.27086639404297,-0.8168554902076721,0.03239397704601288,0.2357421875,139.5821990966797,0.0,8.937335968017578,187.0,0.0,0.0003,153,176256,,
-86.40645353196261,3080.0,709632.0,177408.0,154.0,0.00475124828517437,229.68795776367188,-0.8138213753700256,0.028225421905517578,0.341796875,1958.8656005859375,0.0,8.272439956665039,187.0,0.0,0.0003,154,177408,,
-84.1568399117478,3100.0,714240.0,178560.0,155.0,0.027762923389673233,277.0584716796875,-0.8237074017524719,0.05676368623971939,0.1970703125,3335.157958984375,0.0,7.788306713104248,186.0,0.0,0.0003,155,178560,,
,3120.0,718848.0,179712.0,156.0,-0.0013081463985145092,14.919210433959961,-0.788878321647644,0.02695673331618309,0.191796875,188.1310577392578,0.0,8.82860279083252,186.0,0.0,0.0003,156,179712,,
-84.40408184714698,3140.0,723456.0,180864.0,157.0,-0.029511522501707077,192.99081420898438,-0.7862248420715332,0.07022882252931595,0.3953125,2245.35546875,0.0,8.39141845703125,186.0,0.0,0.0003,157,180864,,
-88.36570341066947,3160.0,728064.0,182016.0,158.0,-0.019170641899108887,278.67694091796875,-0.8105846643447876,0.02931440994143486,0.1087890625,1742.94189453125,0.0,8.801310539245605,186.0,0.0,0.0003,158,182016,,
,3180.0,732672.0,183168.0,159.0,0.013745687901973724,14.269058227539062,-0.8152428269386292,0.028709638863801956,0.1974609375,618.3507080078125,0.0,8.461769104003906,185.0,0.0,0.0003,159,183168,,
-85.39905283945457,3200.0,737280.0,184320.0,160.0,-0.0064416490495204926,247.67526245117188,-0.8281148672103882,0.04254220798611641,0.212890625,845.2362670898438,0.0,9.088571548461914,185.0,0.0,0.0003,160,184320,,
-82.74747674526655,3220.0,741888.0,185472.0,161.0,0.029784834012389183,260.1422119140625,-0.8187893629074097,0.030980797484517097,0.072265625,4265.98876953125,0.0,9.366016387939453,185.0,0.0,0.0003,161,185472,,
,3240.0,746496.0,186624.0,162.0,0.014561731368303299,10.718318939208984,-0.8416382074356079,0.019999846816062927,0.234375,138.90589904785156,0.0,8.120765686035156,185.0,0.0,0.0003,162,186624,,
-85.01038856057227,3260.0,751104.0,187776.0,163.0,0.008090417832136154,201.0010986328125,-0.8521157503128052,0.037414051592350006,0.3669921875,4128.20703125,0.0,9.1776704788208,185.0,0.0,0.0003,163,187776,,
,3280.0,755712.0,188928.0,164.0,0.05123056471347809,16.64287757873535,-0.8146682977676392,0.042348574846982956,0.3201171875,239.90206909179688,0.0,9.136488914489746,185.0,0.0,0.0003,164,188928,,
-81.42035534694067,3300.0,760320.0,190080.0,165.0,-0.007369540631771088,152.85862731933594,-0.8334119915962219,0.06778454035520554,0.4490234375,2130.494384765625,0.0,8.024309158325195,184.0,0.0,0.0003,165,190080,,
-82.7887440876481,3320.0,764928.0,191232.0,166.0,0.02708016335964203,332.09332275390625,-0.8324850797653198,0.03486430272459984,0.1751953125,98.99353790283203,0.0,8.05961799621582,183.0,0.0,0.0003,166,191232,,
,3340.0,769536.0,192384.0,167.0,-0.005365770310163498,17.26146125793457,-0.8180806040763855,0.041561126708984375,0.2337890625,54.32572937011719,0.0,7.441921234130859,183.0,0.0,0.0003,167,192384,,
-82.0147824962431,3360.0,774144.0,193536.0,168.0,0.03750384598970413,364.03057861328125,-0.791609525680542,0.0635509267449379,0.336328125,4663.84912109375,0.0,8.120721817016602,184.0,0.0,0.0003,168,193536,,
-86.62218033449713,3380.0,778752.0,194688.0,169.0,0.06468506157398224,343.012939453125,-0.8080441951751709,0.12098295986652374,0.1849609375,1987.7017822265625,0.0,9.005704879760742,184.0,0.0,0.0003,169,194688,,
,3400.0,783360.0,195840.0,170.0,0.005520502105355263,17.994091033935547,-0.7834384441375732,0.022077929228544235,0.1373046875,146.94085693359375,0.0,8.62708854675293,185.0,0.0,0.0003,170,195840,,
-83.89927668117949,3420.0,787968.0,196992.0,171.0,0.014203764498233795,263.2336120605469,-0.7983735799789429,0.016286976635456085,0.212890625,670.55224609375,0.0,8.250944137573242,185.0,0.0,0.0003,171,196992,,
-84.96192422101723,3440.0,792576.0,198144.0,172.0,0.0202619805932045,349.90106201171875,-0.7941882610321045,0.07212503999471664,0.1947265625,2169.68603515625,0.0,8.110803604125977,185.0,0.0,0.0003,172,198144,,
,3460.0,797184.0,199296.0,173.0,0.007997917011380196,18.595027923583984,-0.8223195672035217,0.03563433885574341,0.2232421875,182.855224609375,0.0,7.6296844482421875,186.0,0.0,0.0003,173,199296,,
-82.93009376490902,3480.0,801792.0,200448.0,174.0,0.012000203132629395,284.842529296875,-0.811939001083374,0.028046827763319016,0.120703125,1038.559326171875,0.0,7.6683759689331055,187.0,0.0,0.0003,174,200448,,
,3500.0,806400.0,201600.0,175.0,-0.025591451674699783,24.5472412109375,-0.8392220735549927,0.0536750853061676,0.2919921875,132.3629913330078,0.0,8.203166961669922,187.0,0.0,0.0003,175,201600,,
,,,,,,,,,,,,,,,,175,201600,-39.188844038043456,-0.8545163
-85.83582094541491,3520.0,811008.0,202752.0,176.0,0.03479725867509842,429.12811279296875,-0.8567746877670288,0.05147283524274826,0.2662109375,1673.925537109375,0.0,7.41263484954834,181.0,0.0,0.0003,176,202752,,
-83.557562565253,3540.0,815616.0,203904.0,177.0,0.04860610514879227,259.6395263671875,-0.8582372665405273,0.055008888244628906,0.1775390625,811.4808349609375,0.0,8.011548042297363,181.0,0.0,0.0003,177,203904,,
,3560.0,820224.0,205056.0,178.0,-0.004508957266807556,12.89084243774414,-0.8412718772888184,0.025878334417939186,0.234765625,81.88746643066406,0.0,8.345264434814453,181.0,0.0,0.0003,178,205056,,
-79.96342661996185,3580.0,824832.0,206208.0,179.0,-0.004949890077114105,368.6846923828125,-0.8576401472091675,0.0496349036693573,0.2888671875,940.5562744140625,0.0,8.800576210021973,181.0,0.0,0.0003,179,206208,,
-82.60119640436439,3600.0,829440.0,207360.0,180.0,0.011608138680458069,381.5242614746094,-0.8397571444511414,0.019842954352498055,0.0630859375,6876.6845703125,0.0,8.939126968383789,180.0,0.0,0.0003,180,207360,,
,3620.0,834048.0,208512.0,181.0,0.009263306856155396,8.399492263793945,-0.84870845079422,0.04182657226920128,0.123828125,330.0117492675781,0.0,8.431615829467773,180.0,0.0,0.0003,181,208512,,
-81.49458705793388,3640.0,838656.0,209664.0,182.0,-0.0014800578355789185,266.6110534667969,-0.8750286102294922,0.019526124000549316,0.118359375,744.5382080078125,0.0,7.706966400146484,181.0,0.0,0.0003,182,209664,,
,3660.0,843264.0,210816.0,183.0,0.006140861660242081,17.681442260742188,-0.8879387378692627,0.04061230272054672,0.2466796875,233.06141662597656,0.0,8.89844799041748,181.0,0.0,0.0003,183,210816,,
-81.9140751391659,3680.0,847872.0,211968.0,184.0,0.010785714723169804,219.67974853515625,-0.9078012704849243,0.017044266685843468,0.2048828125,1055.4942626953125,0.0,8.018998146057129,181.0,0.0,0.0003,184,211968,,
-76.59256235887499,3700.0,852480.0,213120.0,185.0,-0.018722224980592728,265.49835205078125,-0.9055183529853821,0.027595028281211853,0.095703125,1138.90283203125,0.0,8.702411651611328,181.0,0.0,0.0003,185,213120,,
,3720.0,857088.0,214272.0,186.0,0.04150576516985893,42.040252685546875,-0.9078217148780823,0.03166180104017258,0.1875,4120.9794921875,0.0,8.35048770904541,181.0,0.0,0.0003,186,214272,,
-74.89412609506888,3740.0,861696.0,215424.0,187.0,-0.02719709277153015,346.279541015625,-0.9333675503730774,0.014248806983232498,0.2763671875,4583.18994140625,0.0,7.459534645080566,181.0,0.0,0.0003,187,215424,,
-77.37088326786822,3760.0,866304.0,216576.0,188.0,0.019855059683322906,572.216064453125,-0.9405816793441772,0.055435724556446075,0.2052734375,1079.8238525390625,0.0,8.186943054199219,182.0,0.0,0.0003,188,216576,,
,3780.0,870912.0,217728.0,189.0,0.055435433983802795,23.05767822265625,-0.9052370190620422,0.050973452627658844,0.17109375,2775.588134765625,0.0,9.270771980285645,182.0,0.0,0.0003,189,217728,,
-76.90855851241662,3800.0,875520.0,218880.0,190.0,-0.0007895138114690781,312.53607177734375,-0.926457405090332,0.01957007311284542,0.1974609375,5378.3505859375,0.0,7.520627975463867,183.0,0.0,0.0003,190,218880,,
-79.0630203177379,3820.0,880128.0,220032.0,191.0,-0.001825953833758831,376.25445556640625,-0.9323825836181641,0.01042785681784153,0.052734375,333.2027587890625,0.0,7.734066963195801,183.0,0.0,0.0003,191,220032,,
,3840.0,884736.0,221184.0,192.0,-0.0024330392479896545,8.602991104125977,-0.9409272074699402,0.010076170787215233,0.0490234375,704.7918090820312,0.0,7.965889930725098,184.0,0.0,0.0003,192,221184,,
-75.99031748237789,3860.0,889344.0,222336.0,193.0,0.016199860721826553,434.98583984375,-0.9231088161468506,0.028429891914129257,0.0484375,1216.8096923828125,0.0,8.154394149780273,184.0,0.0,0.0003,193,222336,,
,3880.0,893952.0,223488.0,194.0,0.06411076337099075,13.884777069091797,-0.9304823875427246,0.08280456066131592,0.2994140625,278.6162414550781,0.0,9.367610931396484,184.0,0.0,0.0003,194,223488,,
-77.50051713512389,3900.0,898560.0,224640.0,195.0,0.03394777327775955,205.21954345703125,-0.9320163726806641,0.03999648988246918,0.27578125,1093.0740966796875,0.0,8.35373306274414,185.0,0.0,0.0003,195,224640,,
-78.37081050999399,3920.0,903168.0,225792.0,196.0,-0.011614728718996048,398.346923828125,-0.9242745637893677,0.036696791648864746,0.1326171875,6712.0302734375,0.0,7.961719512939453,186.0,0.0,0.0003,196,225792,,
,3940.0,907776.0,226944.0,197.0,0.06314614415168762,11.92750072479248,-0.8822225332260132,0.05989031121134758,0.245703125,119.70740509033203,0.0,8.308906555175781,186.0,0.0,0.0003,197,226944,,
-76.3001087670811,3960.0,912384.0,228096.0,198.0,0.07893666625022888,561.58642578125,-0.8984725475311279,0.2620842456817627,0.5642578125,1875.760498046875,0.0,7.221163272857666,187.0,0.0,0.0003,198,228096,,
-81.52893283811412,3980.0,916992.0,229248.0,199.0,0.004750285297632217,371.0304260253906,-0.8990912437438965,0.06785115599632263,0.1337890625,1183.8394775390625,0.0,7.754849433898926,187.0,0.0,0.0003,199,229248,,
,4000.0,921600.0,230400.0,200.0,0.01962990313768387,13.047292709350586,-0.8715470433235168,0.0349745899438858,0.26640625,150.3348846435547,0.0,8.71668815612793,186.0,0.0,0.0003,200,230400,,
,,,,,,,,,,,,,,,,200,230400,-45.59576661521536,-0.9003604
-81.5229101154849,4020.0,926208.0,231552.0,201.0,0.09749831259250641,460.9307861328125,-0.8906692266464233,0.12558001279830933,0.4630859375,265.7925109863281,0.0,8.851821899414062,180.0,0.0,0.0003,201,231552,,
-79.61657676788076,4040.0,930816.0,232704.0,202.0,0.006209816783666611,400.1532287597656,-0.8709971904754639,0.049186669290065765,0.2642578125,3728.6845703125,0.0,8.83686637878418,180.0,0.0,0.0003,202,232704,,
,4060.0,935424.0,233856.0,203.0,0.02442360669374466,16.03765869140625,-0.8892773389816284,0.03617491573095322,0.1619140625,2251.852294921875,0.0,7.969012260437012,179.0,0.0,0.0003,203,233856,,
-79.93909673816755,4080.0,940032.0,235008.0,204.0,0.02100331336259842,398.0177001953125,-0.8959278464317322,0.0368029847741127,0.084375,1095.505615234375,0.0,7.6680402755737305,179.0,0.0,0.0003,204,235008,,
,4100.0,944640.0,236160.0,205.0,0.026819903403520584,19.488609313964844,-0.8910590410232544,0.047882795333862305,0.294140625,136.139404296875,0.0,8.837303161621094,180.0,0.0,0.0003,205,236160,,
-82.03214393252068,4120.0,949248.0,237312.0,206.0,0.059504542499780655,392.4771423339844,-0.869508683681488,0.2066987156867981,0.5392578125,5433.76220703125,0.0,8.74260139465332,180.0,0.0,0.0003,206,237312,,
-81.27630491601171,4140.0,953856.0,238464.0,207.0,0.012490153312683105,525.8853149414062,-0.8888517618179321,0.04639948531985283,0.1560546875,934.74755859375,0.0,8.68233871459961,180.0,0.0,0.0003,207,238464,,
,4160.0,958464.0,239616.0,208.0,0.02085508406162262,19.068801879882812,-0.8827494382858276,0.039565056562423706,0.3419921875,144.13711547851562,0.0,8.208742141723633,181.0,0.0,0.0003,208,239616,,
-82.31177745598285,4180.0,963072.0,240768.0,209.0,0.01947059854865074,508.2082214355469,-0.8809503316879272,0.06963815540075302,0.3419921875,1322.9583740234375,0.0,8.585052490234375,181.0,0.0,0.0003,209,240768,,
-82.12761481751627,4200.0,967680.0,241920.0,210.0,0.023034024983644485,247.54391479492188,-0.8678234219551086,0.04645953327417374,0.1171875,667.9624633789062,0.0,10.068571090698242,181.0,0.0,0.0003,210,241920,,
,4220.0,972288.0,243072.0,211.0,0.017960015684366226,12.488536834716797,-0.8689265251159668,0.0286065936088562,0.341796875,2095.660400390625,0.0,8.100292205810547,182.0,0.0,0.0003,211,243072,,
-83.565150397788,4240.0,976896.0,244224.0,212.0,0.033184606581926346,331.3722839355469,-0.868114709854126,0.07800370454788208,0.4203125,504.17315673828125,0.0,7.842648506164551,182.0,0.0,0.0003,212,244224,,
,4260.0,981504.0,245376.0,213.0,0.03943076729774475,19.551467895507812,-0.8266921639442444,0.040429383516311646,0.3083984375,106.15022277832031,0.0,9.032901763916016,183.0,0.0,0.0003,213,245376,,
-84.81764284474018,4280.0,986112.0,246528.0,214.0,0.00398658774793148,198.615234375,-0.8277837038040161,0.05047740787267685,0.2544921875,1886.7974853515625,0.0,8.069405555725098,183.0,0.0,0.0003,214,246528,,
-86.05634085271905,4300.0,990720.0,247680.0,215.0,-0.01000526174902916,538.9814453125,-0.8266047239303589,0.017920665442943573,0.0439453125,8827.322265625,0.0,8.30917739868164,184.0,0.0,0.0003,215,247680,,
,4320.0,995328.0,248832.0,216.0,0.006653239950537682,16.470033645629883,-0.8343518376350403,0.04042085260152817,0.2666015625,226.08395385742188,0.0,8.730087280273438,184.0,0.0,0.0003,216,248832,,
-84.92741001157648,4340.0,999936.0,249984.0,217.0,0.049800194799900055,496.43939208984375,-0.8597445487976074,0.06498971581459045,0.273828125,5920.935546875,0.0,8.420726776123047,183.0,0.0,0.0003,217,249984,,
-84.74821375913744,4360.0,1004544.0,251136.0,218.0,0.019897207617759705,423.873046875,-0.8643988966941833,0.01799602061510086,0.0341796875,1563.044677734375,0.0,8.453668594360352,183.0,0.0,0.0003,218,251136,,
